TglDN,InvSys,NmNPWP,NoNPWP,AddNPWP,Barcode,NmBrg,Qty,Harga,Disc1,PPN,Total
6/9/2022 10:02,22005403587,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999506520,SUNSILK SHP RFR ANTI DANDRUFF 18X320ML,36,38153.17,21237.9621,148750.3774,1501026.535
6/4/2022 9:46,22005403434,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999526870,RINSO MOLTO ROYAL GOLD LIQ 12X750ML,12,24950.42,4629.5504,32425.3039,327200.7935
6/2/2022 10:09,22005403368,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999195656,SARIWANGI ASLI RL TB 24X(50X1.85G) ,360,8626.13,48017.3526,336312.8392,3393702.287
6/2/2022 10:09,22005403368,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999707774,PEPSODENT CMPLT 8 PLUS WHITENING 144X75G,144,7300,16254.18,113844.0402,1148789.86
6/4/2022 9:48,22005403431,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8992747180201,VIXAL PEMB PORS HIJAU BTL NEW 12X780ML,36,20950.42,11662.0513,81680.8376,824233.9063
6/9/2022 10:07,22005403584,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999552503,ZWITSAL KIDS SHP PINK SOFT & MSTR 4X6X180ML,24,14594.58,5416.0487,37933.9258,382787.7971
6/2/2022 10:14,22005403363,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999036829,LUX BW SOFT ROSE LD REFF 24X400ML,24,23621.63,8765.9869,61396.8446,619549.9777
6/9/2022 10:11,22005403579,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999519865,DOVE DEO WMN RO CUCUMBER 4X6X40ML,24,16600,6160.26,43146.3714,435386.1114
6/2/2022 10:14,22005403363,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999027049,LIFEBUOY SHP PRWTN RBT RNTK SX 480X1X9ML,480,360.36,2674.5919,18732.8029,189031.011
6/9/2022 10:08,22005403583,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999559595,VASELINE HB FIRM GLOW SRM PJ 4X3X180ML,24,25338.75,9403.2101,65859.9469,664586.7368
6/2/2022 10:24,22005403357,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999559571,VASELINE HB FRESH GLOW SRM PJ 4X3X180ML,12,25338.75,4701.6051,32929.9734,332293.3683
6/4/2022 9:47,22005403433,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999559588,VASELINE HB SOFT GLOW SRM PJ 4X3X180ML,24,25338.75,9403.2101,65859.9469,664586.7368
6/9/2022 10:14,22005403576,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999556761,PONDS SHEET MASK WTRMLN EXT+HA 2X12X20G ,12,16080.17,2983.6755,20897.6201,210875.9846
6/2/2022 10:28,22005403351,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999519971,VIXAL PRO TC ACID ID 6X2L,6,39000,3618.225,25341.9952,255723.7702
6/2/2022 10:14,22005403363,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999001056,LIFEBUOY HWL MILDCARE REF LD 12X180ML,12,10612.58,1969.1642,13791.9975,139173.7933
6/2/2022 10:14,22005403363,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999573157,DOVE SHP PERAWATAN RONTOK 12X290ML,12,40625.25,7538.0151,52796.1483,532761.1332
6/4/2022 9:46,22005403434,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999526467,TRESEMME SCLP CARE SHP 18X170ML,18,28450.44,7918.4688,55460.8396,559650.2908
6/9/2022 10:02,22005403587,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999036867,LUX BW MAGICAL ORCHID LD REFF 24X400ML,24,23621.63,8765.9869,61396.8446,619549.9777
6/2/2022 10:25,22005403355,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999557058,ROYCO MUSHROOM 36X40G,36,3648.64,2031.0154,14225.2027,143545.2273
6/2/2022 10:29,22005403350,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999576790,ZWITSAL BB FACE & BODY CREAM 24X50GR,18,13468.46,3748.6091,26255.2038,264938.8747
6/9/2022 10:01,22005403589,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999548650,REXONA DRYSRM NAT BRIGHT SAKURA 4X6X50ML,24,16300,6048.93,42366.6177,427517.6877
6/4/2022 9:48,22005403431,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999027032,LIFEBUOY SHP KUAT & BERKILAU SX 480X1X9ML,960,360.36,5349.1838,37465.6058,378062.022
6/9/2022 10:02,22005403587,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999720940,CLEAR STYLING CREAM 72X100G,24,11900,4416.09,30930.2301,312114.1401
6/2/2022 10:15,22005403362,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999028701,PEPSODENT PGB FRESH COOL MINT 4X12X190G,144,10329.73,23000.1769,161092.9037,1625573.847
6/4/2022 9:49,22005403430,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999552497,ZWITSAL KIDS SHP BLUE CLN&FRSH 4X6X180ML,12,14594.58,2708.0243,18966.9629,191393.8986
6/2/2022 10:29,22005403349,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999578268,PONDS MATCHA CLEAR FF 4X6X90G,12,21205.42,3934.6657,27558.3412,278088.7155
6/9/2022 10:05,22005403586,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999572709,AXE DEO BS DARK TEMPTATION 1X12X135ML,12,26400,4898.52,34309.1628,346210.6428
6/9/2022 9:59,22005403591,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999573089,DOVE SHP PERAWATAN RONTOK 24X135ML,24,20108.13,7462.1271,52264.6292,527397.6221
6/9/2022 9:53,22005403547,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999707842,CLOSEUP GREEN  48X110G,240,11219.81,306748.4834,262460.6508,2648466.567
6/9/2022 10:08,22005403582,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999030186,PEPSODENT ACTION123 4X12X190G,96,15832.44,23501.6739,164605.3823,1661017.948
6/2/2022 10:12,22005403366,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999710866,PEPSODENT ACTION123 HERBAL 48X190G,96,15758.56,23392.0065,163837.2729,1653267.026
6/9/2022 10:02,22005403587,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8992747180102,VIXAL PEMB PORS HIJAU 12X470ML,24,14850.42,5510.9908,38598.8998,389497.989
6/2/2022 10:09,22005403368,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999406929,SUPERPELL GREEN RL PCH 12X770ML,60,14350.42,13313.6022,93248.2758,940959.8736
6/2/2022 10:12,22005403366,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999529628,CLEAR SHP CS CARE 36X(160+50)ML,36,26550,14779.0575,103512.3037,1044533.246
6/9/2022 10:09,22005403581,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999527365,PONDS MEN FF LIGHT OIL 4X6X100G,12,31023.42,5756.3956,40317.7109,406842.3553
6/4/2022 9:48,22005403431,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999407896,WIPOL KARBOL CEMARA BTL 24X450ML,24,17700,6568.47,46005.4683,464236.9983
6/9/2022 10:14,22005403576,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999556792,PONDS SHEET MASK ORG NECTAR+HA 2X12X20G,12,16080.17,2983.6755,20897.6201,210875.9846
6/2/2022 10:11,22005403367,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999536664,REXONA MEN RO ACTIV-BRIGHT 4X6X45ML,24,16750.46,6216.0957,43537.4439,439332.3882
6/2/2022 10:12,22005403366,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999406943,SUPERPELL YELLOW RL PCH 12X770ML,48,14350.42,10650.8817,74598.6206,752767.8989
6/2/2022 10:09,22005403368,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999192198,ROYCO FDS BEEF 36X94G,72,3918.92,4362.9336,30557.9237,308357.2301
6/2/2022 10:26,22005403353,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999549503,SUPERPELL YELLOW RL PCH 24X280ML,24,3828.83,1420.8789,9951.8145,100422.8556
6/9/2022 10:15,22005403574,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999577407,VASELINE ALL DAY RAD RFRSH SRM 4X3X180ML ,12,24907.17,4621.5254,32369.0966,326633.6112
6/9/2022 10:06,22005403585,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999008055,PEPSODENT TB DBL CARE CLEAN MP2RL 36X1PC,36,16737.83,9317.113,65256.9244,658501.6914
6/9/2022 10:13,22005403578,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999057022,SUPERPELL PINK RL PCH 12X770ML,12,14350.42,2662.7204,18649.6552,188191.9748
6/2/2022 10:23,22005403358,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999571818,MOLTO AIO BLUE (6+1) 216X18ML,432,727.93,4862.4268,34056.3667,343659.6999
6/2/2022 10:25,22005403355,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999551223,RINSO ACTIVE FRESH LIQ 12X700ML,12,22450.42,4165.6754,29176.3301,294415.6947
6/9/2022 9:59,22005403591,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999046996,LIFEBUOY TS TOTAL10 ARG 36X(4X60G),72,10252.25,11413.8299,79942.2987,806690.4688
6/9/2022 9:53,22005403547,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999706180,PEPSODENT WHITE 190GR/48,480,10329.73,564827.5705,483278.7112,4876721.541
6/9/2022 10:02,22005403587,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8992747180126,VIXAL PEMB PORS BIRU 12X470ML,48,14850.42,11021.9817,77197.7996,778995.9779
6/2/2022 10:27,22005403352,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999569327,ZWITSAL BB BATH HAR&BDY ANTIBAC 12X450ML,3,32027,1485.6525,10405.4882,105000.8357
6/9/2022 10:15,22005403574,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999569327,ZWITSAL BB BATH HAR&BDY ANTIBAC 12X450ML,12,32027,5942.6099,41621.9529,420003.343
6/9/2022 10:02,22005403587,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999514648,LUX BW SAKURA BLOOM LD REFF 24X400ML,12,23621.63,4382.9935,30698.4223,309774.9888
6/9/2022 10:13,22005403578,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999534769,PEPSODENT ACTION123 CHARCOAL 48X160G,96,16092.79,23888.1375,167312.1673,1688331.87
6/4/2022 9:48,22005403431,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999048273,SUNSILK SHP SOFT&SMTH AI 18X320ML,36,35991,20034.3902,140320.5771,1415962.187
6/9/2022 10:11,22005403579,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999549565,PONDS ROSE MICELLAR WATER 4X3X100ML,12,18550.42,3442.0304,24107.9311,243270.9407
6/2/2022 10:23,22005403358,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999571931,MOLTO AIO BLUE BANDED SPRAY 12X720ML,12,29252.25,5427.755,38015.9169,383615.1619
6/4/2022 9:46,22005403434,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999053307,LIFEBUOY TS LEMONFRESH ARG 36X(4X60G),72,10252.25,11413.8299,79942.2987,806690.4688
6/2/2022 10:09,22005403368,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999008062,PEPSODENT TB DBL CARE SENS MP3 RL 24X3PC,24,22402.71,8313.6457,58228.6534,587580.0477
6/4/2022 9:45,22005403435,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999562199,PONDS PURE BRIGHT WHIP FF 4X6X100G,24,23721.63,8803.0969,61656.7625,622172.7856
6/2/2022 10:13,22005403365,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999563394,REXONA MEN RO NAT FRESH CHARCOAL 24X45ML ,24,16750.46,6216.0957,43537.4439,439332.3882
6/9/2022 10:16,22005403573,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999571382,SAHAJA PELEMBUT BUNGA YASMIN 12X720ML,36,13351.33,7432.0178,52053.7448,525269.607
6/2/2022 10:25,22005403355,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999552558,CITRA HBL PEARLY GLOW TONE UP 3X4X180ML,12,23902.67,4435.1404,31063.659,313460.5586
