TglDN,InvSys,NmNPWP,NoNPWP,AddNPWP,Barcode,NmBrg,Qty,Harga,Disc1,PPN,Total
6/9/2022 10:09,22005403581,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,"8999999007799
",FAIR & LOVELY G&L MVIT CREAM 24X46G,24,28750.46,10669.2957,74727.5919,754069.3362
6/9/2022 10:02,22005403587,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,"8999999552466
",PEPSODENT SIWAK RL 48X175G,48,12800,9500.16,66538.9824,671438.8224
6/2/2022 10:29,22005403349,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999572228,PONDS AGE MIRACLE AY SERUM MASK 2X12X25G,12,20433.33,3791.4044,26554.9411,267963.4967
6/2/2022 10:28,22005403351,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999557133,SUNLIGHT PRO LIME POUCH 6X2L,18,39850.5,11091.3904,77683.9371,783901.5467
6/9/2022 9:59,22005403591,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999557133,SUNLIGHT PRO LIME POUCH 6X2L,18,39850.5,11091.3904,77683.9371,783901.5467
6/9/2022 10:00,22005403590,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,"8998009020193
",BUAVITA MANGO NEW 24X245ML,72,5886.5,6553.4405,45900.2015,463174.761
6/2/2022 10:12,22005403366,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8998009020186,BUAVITA GUAVA NEW 24X245ML,72,5886.5,6553.4405,45900.2015,463174.761
6/9/2022 10:02,22005403587,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999406899,SUPER PELL YELLOW REF 1600ML/6,12,28400,5269.62,36908.3418,372438.7218
6/9/2022 10:14,22005403575,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999541941,RINSO MATIC LIQ FRONT LOAD PCH 12X700ML,12,31202.67,5789.6554,40550.6623,409193.0469
6/4/2022 9:48,22005403431,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999195649,SARIWANGI ASLI RL TB 48X(25X1.85G),240,4774.77,17719.1715,124104.8191,1252330.448
6/4/2022 9:48,22005403431,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999573072,DOVE SHP PERAWATAN RAMBUT RUSAK 24X135ML,24,20108.13,7462.1271,52264.6292,527397.6221
6/4/2022 9:48,22005403431,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999573102,DOVE SHP ANTI KETOMBE 24X135ML,24,20108.13,7462.1271,52264.6292,527397.6221
6/9/2022 9:59,22005403591,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999516215,ROYCO FDS BEEF RL 24X230G,24,7657.67,2841.7613,19903.6551,200845.9738
6/2/2022 10:23,22005403358,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999541897,BANGO LIGHT RL 12X550ML,24,19752.25,7330.06,51339.6334,518063.5734
6/2/2022 10:26,22005403354,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999562182,PONDS BRIGHT BEAUTY WHIP FF 4X6X100G,24,23721.63,8803.0969,61656.7625,622172.7856
6/2/2022 10:14,22005403363,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999502423,ROYCO FDS BEEF MULTIPACK RL 40X(6X8G),40,2409.9,1490.5232,10439.6024,105345.0792
6/2/2022 10:19,22005403360,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999053048,PONDS PURE BRIGHT FACIAL FOAM 4X6X100G,12,27055.88,5020.2186,35161.5376,354811.879
6/9/2022 10:05,22005403586,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999053048,PONDS PURE BRIGHT FACIAL FOAM 4X6X100G,24,27055.88,10040.4371,70323.0751,709623.758
6/4/2022 9:48,22005403432,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999580735,REXONA MEN ICE COOL RO 4X6X45ML,48,14700,10910.34,76415.8626,771105.5226
6/4/2022 9:48,22005403431,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999048198,SUNSILK SHP BLK SHINE AI 18X320ML,36,35991,20034.3902,140320.5771,1415962.187
6/9/2022 10:08,22005403582,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999042646,RINSO MOLTO ROSE FRESH NEW 144X38ML,720,734.24,8174.2939,57252.6357,577731.1418
6/9/2022 10:14,22005403575,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,"8999999578763
",RINSO MOLTO JAPANESE PEACH NEW 12X565ML,12,10720.75,1989.2352,13932.5741,140592.3389
6/9/2022 10:02,22005403587,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999537142,CLEAR SHP LEMON FRESH 36X160ML,36,26550.44,14779.3024,103514.0191,1044550.557
6/4/2022 9:46,22005403434,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999529307,WIPOL UP ANTISRG SEREH&JERUK REF 12X750ML,36,18650.42,10381.7563,72713.67,733747.0337
6/2/2022 10:15,22005403362,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999572044,MOLTO PURE 6X1600ML NEW,6,56653.17,5255.9979,36812.9324,371475.9545
6/2/2022 10:13,22005403364,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999044190,ZWITSAL BB BTH N RCH HON PCH LD 12X450ML,24,32027,11885.2197,83243.9058,840006.6861
6/2/2022 10:12,22005403366,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999571627,MOLTO PEWANGI PINK 6X1800ML NEW,6,26153.17,2426.3604,16994.1926,171486.8522
6/9/2022 10:13,22005403578,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999537982,ROYCO CREAM OF CRAB & CORN 48X44GR,12,7184.69,1333.1192,9337.1477,94220.3085
6/9/2022 10:08,22005403582,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999039233,PEPSODENT TB TRPLE CLN MED PCH MP 24X3PC,48,8250.46,6123.4914,42888.8447,432787.4333
6/9/2022 9:53,22005403547,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999515607,LIFEBUOY BW MILDCARE REF ARG 12X850ML,60,42725.25,292026.0156,249863.7883,2521352.773
6/9/2022 10:08,22005403582,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999547387,PEPSODENT TB GENTLE CARE SOFT 48X1PC ,12,6900,1280.295,8967.1676,90486.8726
6/2/2022 10:13,22005403364,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8992694246166,ZWITSAL BB HAIR LOT NAT AVKS 4X6X100ML,48,20360.38,15111.474,105840.5443,1068027.31
6/2/2022 10:28,22005403351,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999576424,RINSO ANTI NODA CLASSIC PWD 6X1.2KG,6,37103.67,3442.293,24109.77,243289.497
6/9/2022 10:08,22005403582,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999039226,PEPSODENT TB TRPLE CL SOFT PCH MP 24X3PC,96,8250.46,12246.9828,85777.6895,865574.8667
6/2/2022 10:27,22005403352,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999540159,VASELINE REPAIRING JELLY ALOE 12X50ML,12,22683.75,4208.9698,29479.5633,297475.5935
6/9/2022 10:16,22005403573,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,"8999999581992
",WIPOL PROBIOTIC PCH 12X450ML,12,7313.5,1357.0199,9504.5478,95909.5279
6/9/2022 10:02,22005403587,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999571535,MOLTO PEWANGI PINK 12X780ML,24,13054.08,4844.3691,33929.8906,342383.4415
6/9/2022 10:07,22005403584,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999003067,VASELINE HEALTHY BRIGHT SPF24 36X100ML,36,20048.64,11160.0754,78165.0061,788755.9707
6/2/2022 10:25,22005403355,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999552374,SAHAJA PENCUCI PRG JRK NPS REF 12X720ML,36,10950.42,6095.5513,42693.1526,430812.7213
6/9/2022 10:06,22005403585,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999519957,CLOSE UP WHITE ATTRACTION  LEMON 36X100G,36,13667.56,7608.0473,53286.6524,537710.7651
6/9/2022 10:08,22005403582,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999581602,MOLTO AIO BLUE 6X1L,6,29184.67,2707.6078,18964.0453,191364.4575
6/2/2022 10:29,22005403350,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999574413,VASELINE LIP CARE ROSY TINTED 2X6X10G,24,22524.33,8358.7789,58544.7655,590769.9066
6/9/2022 10:00,22005403590,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8990121011028,BANGO MANIS RL 12X620ML,12,38027,7055.9099,49419.4899,498687.58
6/2/2022 10:13,22005403364,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999003074,VASELINE HBL ALOE SOOTHE PJ 36X100ML,12,13206.31,2450.4309,17162.7818,173188.0709
6/2/2022 10:12,22005403366,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999048501,SUNSILK SHP RFR ANTI DDRF SD 36X170ML,36,20540.53,11433.886,80082.7713,808107.9653
6/2/2022 10:26,22005403353,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999560423,DOVE SUPER SHAMPOO 24X125ML,24,17200,6382.92,44705.8788,451122.9588
6/9/2022 10:00,22005403590,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999574376,CLOSE UP GREEN PROMO SHP 48X(75G+9ML),96,5650.46,8387.5428,58746.2279,592802.8451
6/9/2022 10:08,22005403582,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999572044,MOLTO PURE 6X1600ML NEW,6,56653.17,5255.9979,36812.9324,371475.9545
6/9/2022 10:00,22005403590,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999036355,SUNLIGHT LIME BTL 12X750ML,12,32850.42,6095.3954,42692.0609,430801.7055
6/9/2022 9:53,22005403547,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999515621,LIFEBUOY BW LEMONFRESH REF ARG 12X850ML,120,42725.25,584052.0312,499727.5766,5042705.545
6/2/2022 10:19,22005403360,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999058340,PONDS ACNE SOLUTION FACIAL FOAM 4X6X100G,12,28408.13,5271.1285,36918.9075,372545.339
6/9/2022 10:13,22005403578,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999534820,SUPERPELL CASABLANCA LILY REF 12X700ML,12,14300,2653.365,18584.1299,187530.7649
6/2/2022 10:23,22005403358,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999520441,CITRA SAKURA GLOW FF 4X6X100G,24,25074.79,9305.2546,65173.8676,657663.573
6/2/2022 10:23,22005403358,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999571825,MOLTO AIO PINK (6+1) 216X18ML,432,727.93,4862.4268,34056.3667,343659.6999
6/9/2022 10:08,22005403582,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999571825,MOLTO AIO PINK (6+1) 216X18ML,432,727.93,4862.4268,34056.3667,343659.6999
6/9/2022 9:59,22005403591,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999529710,CLEAR SHP COOL SPORT MNTL MEN 36X160ML,36,26550.44,14779.3024,103514.0191,1044550.557
6/2/2022 10:12,22005403366,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8998009020179,BUAVITA ORANGE WD 24X250ML,48,5886.5,4368.9603,30600.1344,308783.1741
6/9/2022 10:00,22005403590,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,"8999999048259
",SUNSILK SHP SOFT&SMTH AI 48X70ML,48,10855.85,8057.2119,56432.5947,569456.1828
6/2/2022 10:25,22005403355,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999548520,CITRA ALOE BRIGHT UV 3X4X180ML,12,22938.75,4256.2851,29810.9586,300819.6735
6/2/2022 10:15,22005403362,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999519100,LUX TS WHITE VELVET MP 32X(3X110G),32,13274.78,6568.3612,46004.7059,464229.3047
6/2/2022 10:25,22005403356,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999549589,PONDS CHAR MW + BBFF 12X(100ML+30G),12,18550.42,3442.0304,24107.9311,243270.9407
6/9/2022 9:59,22005403591,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999039158,DOVE SHP PERAWATAN RAMBUT RUSAK 48X70ML,12,13000,2412.15,16894.6635,170482.5135
6/9/2022 10:13,22005403578,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,"8999999578770
",RINSO MOLTO ROYAL GOLD NEW 12X565ML,12,10720.75,1989.2352,13932.5741,140592.3389
6/2/2022 10:11,22005403367,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,"8999999049454
",REXONA FREE SPIRIT RO 4X6X45ML,48,14700,10910.34,76415.8626,771105.5226
6/2/2022 10:19,22005403360,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,"8999999049447
",REXONA ADVANCED BRIGHTENING RO 4X6X45ML,48,16750.46,12432.1914,87074.8877,878664.7763
6/4/2022 9:46,22005403434,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999526252,MOLTO TRIKA BLUE RL 24X400ML,24,6603.58,2450.5886,17163.8865,173199.2179
6/2/2022 10:26,22005403353,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999571597,MOLTO PEWANGI ANTIBAC 12X780ML,12,13054.08,2422.1846,16964.9453,171191.7207
6/2/2022 10:09,22005403369,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999566838,PONDS ANTI BACTERIAL FF 4X6X100G,12,23158.54,4297.0671,30096.5954,303702.0083
6/2/2022 10:26,22005403353,PT.SURIATAMA MITRA PERWITA,1.45321E+13,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999549497,SUPERPELL GREEN RL PCH 24X280ML,24,3828.83,1420.8789,9951.8145,100422.8556
