TglDN,InvSys,NmNPWP,NoNPWP,AddNPWP,Barcode,NmBrg,Qty,Harga,Disc1,PPN,Total
6/2/2022 10:29,22005403350,PT.SURIATAMA MITRA PERWITA,14532100000000,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999576790,ZWITSAL BB FACE & BODY CREAM 24X50GR,18,13468.46,3748.6091,26255.2038,264938.8747
6/2/2022 10:29,22005403350,PT.SURIATAMA MITRA PERWITA,14532100000000,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999574413,VASELINE LIP CARE ROSY TINTED 2X6X10G,24,22524.33,8358.7789,58544.7655,590769.9066
