TglDN,InvSys,NmNPWP,NoNPWP,AddNPWP,Barcode,NmBrg,Qty,Harga,Disc1,PPN,Total
6/2/2022 10:26,22005403354,PT.SURIATAMA MITRA PERWITA,14532100000000,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999566647,FAIR & LOVELY G&L BRGHT C GLOW FF 24X50G,24,13071.17,4850.7111,33974.3106,342831.6795
6/2/2022 10:26,22005403354,PT.SURIATAMA MITRA PERWITA,14532100000000,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999562182,PONDS BRIGHT BEAUTY WHIP FF 4X6X100G,24,23721.63,8803.0969,61656.7625,622172.7856
