TglDN,InvSys,NmNPWP,NoNPWP,AddNPWP,Barcode,NmBrg,Qty,Harga,Disc1,PPN,Total
6/2/2022 10:24,22005403357,PT.SURIATAMA MITRA PERWITA,14532100000000,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999559571,VASELINE HB FRESH GLOW SRM PJ 4X3X180ML,12,25338.75,4701.6051,32929.9734,332293.3683
6/2/2022 10:24,22005403357,PT.SURIATAMA MITRA PERWITA,14532100000000,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999552534,ZWITSAL KIDS BB CLN&FRSH BLUE 12X250ML,12,16081.08,2983.8444,20898.8027,210887.9183
