TglDN,InvSys,NmNPWP,NoNPWP,AddNPWP,Barcode,NmBrg,Qty,Harga,Disc1,PPN,Total
6/2/2022 10:19,22005403359,PT.SURIATAMA MITRA PERWITA,14532100000000,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999534677,REXONA RO GLOWING 4X6X40ML,48,11950.46,8869.6314,62122.7693,626875.2179
6/2/2022 10:19,22005403359,PT.SURIATAMA MITRA PERWITA,14532100000000,JL.MEDAN - TANJUNG MORAWA KM. 17.5 STM HULU DELI SERDANG SUMATERA UTARA,8999999045098,DOVE DEO WMN RO POWDER SOFT 4X6X40ML,24,17750.46,6587.1957,46136.6229,465560.4672
